YEAR,WEEK,ID_MATERIAL,ID_VENDOR,ID_PLANT,MAT GROUP,CONTRACT QTY,PRICE,CD_DOWN_INTERVAL,VL_BATCH,VL_MPVS,VL_MIN_ORDER_QTY,BATCH,MPVS,FY,FY_LY,STD BATCH,FY WOW,CONTRACT WEIGHT,SUPER THEME,ABC PRESENT,SAFETY TIME PROFILE,COVERAGE PROFILE SITE,COVERAGE PROFILE NO,VS CURRENT,VS PREV,SEGMENTATION,LIFETIME,LAST WEEK SITE COMMENTS,SIP COMMENTS,SITE COMMENTS,AVG_COVERAGE_ONLY,AVG_COVERAGE_ONLY_Q2,TOTAL_DEMAND_ONLY,TOTAL_DEMAND_ONLY_Q2,AVG_DEMAND_ONLY,AVG_DEMAND_ONLY_Q2,TOTAL_PREBUILD,TOTAL_PREBUILD_Q2,AVG_PREBUILD,AVG_PREBUILD_Q2,AVG_INVENTORY_ONLY,AVG_INVENTORY_ONLY_Q2,AVG_SAFETY,AVG_SAFETY_Q2,AVG_SUPPLY,AVG_SUPPLY_Q2
2020,37,890,5,1,3,28600,392.3,25000,7.0,5.0,5000.0,23400.0,11440.0,56680.0,66040.0,34840.0,0.8582677165354331,0.8208955223880597,6,1,1,5,7,261.7795121563868,112.037745,8,0.0,1,1,4,39.7,,-17396.0,,-1739.6,,0.0,,0.0,,4506.4,,0.0,,17920.0,
2022,10,2584,2,1,1,35850,294.69,35000,7.0,5.0,5000.0,52942.0,5527.0,114510.0,113172.0,58469.0,1.011822712331672,0.6131454274914913,5,1,1,10,36,,0.0,8,1.0,1,5,5,5.6,42.15384615384615,-960.0,-49308.0,-480.0,-4109.0,0.0,0.0,0.0,0.0,2256.0,21108.166666666668,0.0,0.0,5472.0,63820.0
2021,19,1557,4,1,3,5660,355.2,5000,7.0,5.0,5000.0,4800.0,4000.0,17223.0,17223.0,8800.0,1.0,0.6431818181818182,2,1,1,1,1,59.86347791490461,56.30321985,1,3.0,1,1,1,,96.33333333333331,,-6723.0,,-747.0,,0.0,,0.0,,14141.333333333334,,0.0,,4416.0
2021,34,248,2,1,1,26880,158.48,25000,7.0,5.0,5000.0,9411.0,26730.0,36141.0,40141.0,36141.0,0.9003512618021474,0.7437536316095293,7,1,1,1,1,97.63773966331976,58.66285933,1,3.0,1,1,1,0.0,,-212.0,,-212.0,,0.0,,0.0,,-1865.0,,0.0,,0.0,
2023,21,3529,2,1,1,120260,104.19,100000,7.0,5.0,5000.0,122080.0,96320.0,1255380.0,1317540.0,218400.0,0.952821166719796,0.5506410256410257,4,1,1,6,8,0.108791967,0.91132656,5,1.0,1,1,1,,84.28571428571429,,0.0,,,,0.0,,,,,,,,165392.0
2023,24,3168,3,1,3,10000,442.46,5000,7.0,5.0,5000.0,33600.0,4800.0,160000.0,164800.0,38400.0,0.970873786407767,0.2604166666666667,6,1,1,6,7,0.135180723,0.730304719,1,2.0,1,1,1,,74.66666666666667,,0.0,,,,0.0,,,,,,,,10368.0
2020,33,877,4,1,3,11160,523.99,5000,7.0,5.0,5000.0,3840.0,6720.0,28800.0,28800.0,10560.0,1.0,1.056818181818182,27,1,1,5,7,1034.369621014828,43.01602584,8,0.0,7,1,1,45.833333333333336,,-3575.0,,-595.8333333333334,,0.0,,0.0,,3312.333333333333,,0.0,,1487.0,
2021,16,1697,4,1,3,28080,158.32,25000,7.0,5.0,5000.0,23760.0,60480.0,263520.0,201592.0,84240.0,1.3071947299496012,0.3333333333333333,29,2,1,5,5,91.75660350781696,51.15581805,1,0.0,1,1,1,,37.45454545454545,,-99022.0,,-9002.0,,0.0,,0.0,,28481.636363636364,,0.0,,95822.0
2020,47,201,3,1,3,14300,209.55,5000,7.0,5.0,5000.0,6400.0,6400.0,17493.0,13661.0,12800.0,1.2805065514969622,1.1171875,5,1,1,5,4,105.0557732011652,40.56223221,7,0.0,1,1,1,14.153846153846152,13.857142857142858,-14251.0,-2760.0,-1096.2307692307693,-394.2857142857143,0.0,0.0,0.0,0.0,2679.230769230769,912.2857142857144,0.0,0.0,8640.0,2357.0
2022,41,3257,3,1,3,48920,186.44,40000,7.0,5.0,5000.0,38400.0,60800.0,249600.0,275200.0,99200.0,0.9069767441860463,0.4931451612903226,6,1,5,5,5,72.97002295,61.63131273,5,0.0,1,1,1,,,,,,,,,,,,,,,,
2020,3,156,4,1,3,72200,102.87,60000,7.0,5.0,5000.0,73600.0,44800.0,426066.0,443547.0,118400.0,0.9605881676575424,0.6097972972972973,2,1,1,1,1,32.02134297346596,0.202318817,1,3.0,1,1,1,46.81818181818182,69.53846153846153,-102029.0,-84529.0,-9275.363636363636,-6502.2307692307695,-40300.0,-15642.0,-3663.636363636364,-1203.2307692307693,56605.36363636364,68885.92307692308,-1135.0,235.84615384615384,130072.0,90381.0
2020,13,514,2,1,1,66780,136.47,50000,7.0,5.0,5000.0,68850.0,55530.0,306339.0,294702.0,124380.0,1.0394873465398946,0.5369030390738061,7,1,1,5,7,115.5295640905778,7.639129222,4,0.0,1,1,1,2.0,53.0,-8857.0,-121744.0,-8857.0,-9364.923076923076,0.0,0.0,0.0,0.0,16063.0,55361.0,0.0,0.0,16720.0,174755.0
2021,14,1294,5,1,3,14250,395.2,5000,7.0,5.0,5000.0,10178.0,11050.0,21228.0,21038.0,21228.0,1.0090312767373324,0.6712832108535896,27,1,1,1,1,73.14399623,18.55434901,1,3.0,1,1,1,,123.92307692307692,,-9330.0,,-717.6923076923077,,0.0,,0.0,,28310.53846153846,,0.0,,20928.0
2020,32,587,6,1,3,24400,178.11,15000,7.0,5.0,5000.0,14096.0,8400.0,22496.0,31196.0,22496.0,0.721118092063085,1.0846372688477952,15,6,1,5,2,73.52644402446245,62.32407132,1,0.0,1,1,1,0.0,,-708.0,,-708.0,,0.0,,0.0,,-224.0,,0.0,,0.0,
2021,10,1190,4,1,3,84000,110.14,60000,7.0,5.0,5000.0,76800.0,83200.0,514151.0,502229.0,160000.0,1.023738175214892,0.525,2,1,1,16,7,151.15620790824903,110.1557627,5,1.0,1,1,1,30.8,96.15384615384616,-36867.0,-97671.0,-7373.4,-7513.153846153846,0.0,0.0,0.0,0.0,35190.2,115240.84615384616,0.0,0.0,44100.0,141231.0
2021,37,1158,4,1,3,55200,117.81,40000,7.0,5.0,5000.0,44800.0,64000.0,272000.0,310400.0,108800.0,0.8762886597938144,0.5073529411764706,2,1,1,18,6,90.69151309963348,54.8914822,5,0.0,1,1,1,32.1,,-109838.0,,-10983.8,,0.0,,0.0,,23792.0,,0.0,,138222.0,
2021,19,1575,4,1,3,7680,355.2,5000,7.0,5.0,5000.0,10400.0,6400.0,62400.0,61600.0,16800.0,1.0129870129870129,0.4571428571428571,5,1,1,15,6,56.39005458549665,44.2421247,9,1.0,1,1,1,,103.0,,-10344.0,,-1149.3333333333333,,0.0,,0.0,,17945.11111111111,,0.0,,8832.0
2020,22,521,3,1,3,9320,709.56,5000,7.0,5.0,5000.0,6210.0,3220.0,12092.0,8224.0,9430.0,1.470330739299611,0.9883351007423118,6,2,1,7,9,83.74864158046363,82.39145103,1,3.0,1,4,4,,0.4,,-3957.0,,-791.4,,0.0,,0.0,,-720.0,,0.0,,1840.0
2022,5,2548,4,1,3,57424,231.71,40000,7.0,5.0,5000.0,32000.0,60800.0,231958.0,262734.0,92800.0,0.8828625149390639,0.6187931034482759,1,1,1,10,25,44.59906172659046,80.13738945,8,1.0,1,1,1,39.5,55.92307692307692,-85740.0,-41692.0,-8574.0,-3207.076923076923,0.0,0.0,0.0,0.0,29210.2,30018.153846153848,0.0,0.0,94440.0,38281.0
2023,14,3047,3,1,3,72000,132.67,60000,7.0,5.0,5000.0,60000.0,54000.0,246706.0,262005.0,114000.0,0.9416079845804468,0.631578947368421,7,1,1,5,5,0.368596544,1.272761438,1,0.0,1,1,1,,48.46153846153846,,0.0,,,,0.0,,,,,,,,125844.0
2022,18,3055,4,1,3,5000,48.4,5000,7.0,5.0,5000.0,1464.0,0.0,21978.0,21978.0,1464.0,1.0,3.4153005464480874,16,3,1,5,2,50.08918732282179,0.785294108,8,0.0,1,1,1,,23.4,,-34387.0,,-3438.7,,0.0,,0.0,,8661.7,,0.0,,38976.0
2020,32,141,2,1,1,105280,53.82,100000,7.0,5.0,5000.0,55360.0,12160.0,212320.0,195840.0,67520.0,1.0841503267973855,1.5592417061611374,2,1,1,5,5,93.81627488668651,67.67220058,5,0.0,1,1,1,29.8,,-24482.0,,-4896.4,,0.0,,0.0,,15393.0,,0.0,,10357.0,
2020,47,301,3,1,3,10700,328.93,5000,7.0,5.0,5000.0,6400.0,3200.0,53892.0,56611.0,9600.0,0.9519704651039552,1.1145833333333333,8,1,1,14,7,89.53150748975733,25.73484182,5,3.0,5,1,1,53.76923076923077,87.85714285714286,-7584.0,-5594.0,-583.3846153846154,-799.1428571428571,0.0,0.0,0.0,0.0,5582.153846153846,9452.57142857143,0.0,0.0,12870.0,6898.0
2021,18,1272,3,1,3,9500,148.8,5000,7.0,5.0,5000.0,13000.0,19500.0,51014.0,53095.0,32500.0,0.9608061022695168,0.2923076923076923,27,1,1,15,2,61.68790552835408,17.22684584,1,0.0,1,1,1,,75.3,,-38060.0,,-3806.0,,0.0,,0.0,,35661.6,,0.0,,19968.0
2021,32,308,1,1,1,102000,123.23,100000,7.0,5.0,5000.0,148902.0,39200.0,188102.0,217452.0,188102.0,0.8650276842705517,0.5422589871452722,2,1,1,1,1,153.77304757886557,68.03889048,1,3.0,1,1,1,0.0,,0.0,,,,0.0,,,,,,,,0.0,
2020,30,217,1,1,1,15990,446.17,10000,7.0,5.0,5000.0,19287.0,55250.0,74537.0,74537.0,74537.0,1.0,0.2145243301984249,5,1,1,5,12,156.32344199963967,23.48887623,1,3.0,1,1,1,992.0,,-890.0,,-890.0,,0.0,,0.0,,176.0,,0.0,,0.0,
2023,21,3518,4,1,3,120000,52.91,120000,7.0,5.0,5000.0,104000.0,144000.0,808000.0,816000.0,248000.0,0.9901960784313726,0.4838709677419355,6,1,1,5,9,0.173913043,0.754232079,5,1.0,1,1,1,,59.142857142857146,,0.0,,,,0.0,,,,,,,,152703.0
2023,42,4255,2,1,2,19386,3435.26,10000,7.0,6.0,5000.0,7938.0,47026.0,96948.0,96126.0,54964.0,1.0085512764496598,0.3527035878029255,30,1,1,20,21,0.02256604,2.171509317,8,1.0,1,1,1,44.92857142857143,27.0,0.0,0.0,,,0.0,0.0,,,,,,,8400.0,0.0
2023,32,1205,1,1,1,46000,138.22,45000,7.0,5.0,5000.0,36145.0,56620.0,92765.0,103502.0,92765.0,0.8962628741473595,0.4958766776262599,8,1,1,5,6,0.515936722,1.101747088,1,3.0,1,1,1,0.0,,0.0,,,,0.0,,,,,,,,0.0,
2023,9,3426,2,1,1,10800,57.06,10000,7.0,5.0,5000.0,0.0,16200.0,33750.0,22950.0,16200.0,1.4705882352941178,0.6666666666666666,27,1,1,1,1,1.493485035,0.85998814,1,0.0,2,1,1,2.2,6.6923076923076925,0.0,0.0,,,0.0,0.0,,,,,,,122605.0,88226.0
2022,6,1975,3,1,3,6500,159.32,5000,7.0,5.0,5000.0,26000.0,13000.0,88966.0,91519.0,39000.0,0.97210415323594,0.1666666666666666,5,1,1,5,5,61.83781487,52.68753107,1,0.0,1,1,1,0.0,24.46153846153846,-35280.0,-23397.0,-3920.0,-1799.7692307692307,0.0,0.0,0.0,0.0,-10349.555555555557,6739.153846153846,0.0,0.0,31920.0,37730.0
2021,34,1668,3,1,3,20020,319.58,15000,7.0,5.0,5000.0,18850.0,1300.0,52827.0,48931.0,20150.0,1.0796223253152395,0.9935483870967742,1,1,1,18,25,142.7327556653209,66.71749422,5,0.0,1,1,1,41.0,,-14484.0,,-2069.1428571428573,,0.0,,0.0,,9165.0,,0.0,,10292.0,
2022,6,2380,2,1,2,34760,1644.7,30000,7.0,6.0,5000.0,23880.0,27780.0,76843.0,89941.0,51660.0,0.8543711988970547,0.6728610143244289,30,1,1,6,9,43.16212789902077,38.30975825,8,1.0,1,2,2,23.22222222222222,99.3846153846154,-18298.0,-23757.0,-2033.111111111111,-1827.4615384615383,0.0,0.0,0.0,0.0,8352.444444444445,18567.53846153846,0.0,0.0,37968.0,18028.0
2020,48,818,1,1,1,78540,116.19,75000,7.0,5.0,5000.0,66080.0,54460.0,207132.0,200652.0,120540.0,1.032294719215358,0.6515679442508711,7,1,1,5,2,78.38294994135741,80.91124408,7,3.0,1,1,1,17.0,22.5,-112832.0,-43014.0,-8679.384615384615,-5376.75,0.0,0.0,0.0,0.0,19412.153846153848,19759.375,0.0,0.0,119138.0,38601.0
2021,26,1933,3,1,3,5600,908.75,5000,7.0,5.0,5000.0,2400.0,1600.0,16800.0,17600.0,4000.0,0.9545454545454546,1.4,6,1,1,18,29,100.08171455627804,22.29171768,5,3.0,7,1,1,,79.0,,-603.0,,-603.0,,0.0,,0.0,,16078.0,,0.0,,0.0
2020,10,419,3,1,3,14870,447.91,5000,7.0,5.0,5000.0,7200.0,12000.0,29187.0,29301.0,19200.0,0.9961093478038292,0.7744791666666667,6,1,1,6,5,,,1,1.0,1,1,1,14.6,70.07692307692308,-6514.0,-12904.0,-1302.8,-992.6153846153846,0.0,0.0,0.0,0.0,2970.6,5708.769230769231,0.0,-56.76923076923077,9720.0,10544.0
2022,11,1770,4,1,3,21420,77.6,15000,7.0,5.0,5000.0,5133.0,48000.0,53133.0,65354.0,53133.0,0.813003029653885,0.4031392919654452,1,1,1,1,1,86.55978801782777,94.41980059,1,3.0,1,1,1,4.0,31.307692307692307,-34139.0,-30082.0,-8534.75,-2506.833333333333,0.0,0.0,0.0,0.0,701.75,10332.666666666666,0.0,0.0,28080.0,26826.0
2020,28,975,2,1,1,142350,61.58,100000,7.0,5.0,5000.0,132150.0,70650.0,458850.0,472650.0,202800.0,0.9708029197080292,0.7019230769230769,2,1,1,6,7,70.17354635187118,24.28841485,5,0.0,1,1,1,59.0,,-5607.0,,-5607.0,,0.0,,0.0,,64196.0,,0.0,,0.0,
2023,36,4234,5,1,3,7200,208.37,5000,7.0,5.0,5000.0,4477.0,0.0,4477.0,4420.0,4477.0,1.01289592760181,1.6082197900379718,26,6,1,1,1,,,1,0.0,1,1,1,999.0,,0.0,,,,0.0,,,,,,0.0,,0.0,
2022,38,2945,3,1,3,34600,250.75,25000,7.0,5.0,5000.0,24000.0,22400.0,188800.0,201600.0,46400.0,0.9365079365079364,0.7456896551724138,6,1,1,5,5,109.49757599200127,29.3972882,9,1.0,1,1,1,,,,,,,,,,,,,,,,
2021,26,1313,3,1,3,50900,211.05,40000,7.0,5.0,5000.0,129600.0,22400.0,247866.0,249267.0,152000.0,0.9943795207548533,0.3348684210526316,2,1,1,1,1,125.94616132045738,25.88956757,1,3.0,1,1,3,,37.0,,-3376.0,,-3376.0,,0.0,,0.0,,19148.0,,0.0,,0.0
2022,47,3210,2,1,1,29760,384.44,25000,7.0,5.0,5000.0,20096.0,19328.0,146816.0,122624.0,39424.0,1.197286012526096,0.7548701298701299,5,1,5,1,1,113.3724616100301,12.81646818,9,0.0,1,1,1,,,,,,,,,,,,,,,,
2023,36,4099,1,1,1,53520,231.47,50000,7.0,5.0,5000.0,47520.0,88560.0,346800.0,351600.0,136080.0,0.9863481228668942,0.3932980599647266,8,1,1,5,6,0.918447589,0.871759594,6,1.0,1,1,1,39.66666666666666,,0.0,,,,0.0,,,,,,,,46368.0,
2020,42,126,1,1,1,35500,355.15,35000,7.0,5.0,5000.0,6300.0,27200.0,94029.0,104800.0,33500.0,0.8972232824427481,1.0597014925373134,13,1,1,6,5,110.64307939855536,45.04965179,6,3.0,1,1,1,87.07692307692308,149.0,-23335.0,-1812.0,-1795.0,-906.0,-9652.0,-4826.0,-742.4615384615385,-2413.0,13847.0,19497.0,0.0,0.0,30962.0,0.0
2022,46,3512,2,1,1,217600,256.28,100000,7.0,5.0,5000.0,194300.0,147800.0,965400.0,975000.0,342100.0,0.9901538461538462,0.6360713241742181,30,6,5,10,42,,116.4886772,1,0.0,1,1,1,,,,,,,,,,,,,,,,
2022,14,2866,4,1,3,5125,575.68,5000,7.0,5.0,5000.0,2538.0,1218.0,25826.0,29573.0,3756.0,0.8732965881040138,1.3644834930777423,4,1,4,1,1,,,9,0.0,1,1,1,0.0,15.076923076923077,0.0,-3690.0,,-738.0,0.0,0.0,,0.0,,1218.0,,0.0,0.0,3690.0
2023,40,2762,5,1,3,10880,372.79,5000,7.0,5.0,5000.0,9180.0,25920.0,63180.0,56160.0,35100.0,1.125,0.3099715099715099,3,1,1,5,4,0.480744588,0.93597424,6,2.0,1,1,1,37.15384615384615,,0.0,,,,0.0,,,,,,,,9216.0,
2022,25,3015,5,1,3,28740,611.03,25000,7.0,5.0,5000.0,26880.0,2560.0,154240.0,154240.0,29440.0,1.0,0.9762228260869564,3,1,1,5,5,54.064084616429945,28.93849428,6,2.0,1,1,1,,36.0,,-4161.0,,-1387.0,,0.0,,0.0,,5975.0,,0.0,,3024.0
2022,6,1250,3,1,3,8360,760.6,5000,7.0,5.0,5000.0,13920.0,8160.0,41857.0,43068.0,22080.0,0.9718816754899228,0.3786231884057971,30,1,1,6,7,46.23558133153682,30.9978528,5,2.0,1,1,1,11.555555555555555,82.6923076923077,-15125.0,-10100.0,-1680.5555555555557,-776.9230769230769,0.0,0.0,0.0,0.0,978.8888888888888,8663.615384615385,0.0,0.0,19488.0,14045.0
2023,14,2800,4,1,3,5580,817.55,5000,7.0,5.0,5000.0,2700.0,5940.0,20734.0,21062.0,8640.0,0.9844269300161428,0.6458333333333334,6,1,1,6,9,0.492843808,0.845414607,5,2.0,1,1,1,,87.61538461538461,,0.0,,,,0.0,,,,,,,,7880.0
2023,26,3855,3,1,3,64000,63.27,60000,7.0,5.0,5000.0,48000.0,16000.0,168000.0,176000.0,64000.0,0.9545454545454546,1.0,5,1,1,5,6,0.747736831,2.078110808,8,0.0,1,1,1,,65.0,,0.0,,,,0.0,,,,,,,,0.0
2020,22,845,5,1,3,112650,115.04,60000,7.0,5.0,5000.0,111082.0,0.0,111082.0,111593.0,111082.0,0.9954208597313452,1.014115698312958,2,1,1,7,2,80.96667354078747,10.29717421,6,3.0,1,1,1,,59.0,,-8289.0,,-1657.8,,0.0,,0.0,,22984.6,,0.0,,0.0
2021,6,1505,5,1,3,22880,365.32,15000,7.0,5.0,5000.0,20757.0,1747.0,70599.0,70599.0,22504.0,1.0,1.0167081407749734,8,1,1,13,7,96.28763904226604,105.4247109,5,1.0,1,1,1,71.11111111111111,99.53846153846152,-11882.0,-22380.0,-1320.2222222222222,-1721.5384615384614,0.0,0.0,0.0,0.0,17490.333333333332,24493.615384615383,0.0,0.0,26081.0,21150.0
2022,41,3105,4,1,3,9000,307.49,5000,7.0,5.0,5000.0,0.0,32449.0,32449.0,32333.0,32449.0,1.0035876658522254,0.2773583161268452,3,1,5,1,1,135.05263009895404,81.4293609,1,0.0,1,1,1,,,,,,,,,,,,,,,,
2021,34,1760,3,1,3,47400,44.98,40000,7.0,5.0,5000.0,0.0,48000.0,96000.0,96000.0,48000.0,1.0,0.9875,8,2,1,1,1,,0.0,1,3.0,1,1,1,9.571428571428571,,-12234.0,,-6117.0,,0.0,,0.0,,6117.0,,0.0,,5981.0,
2022,18,3024,2,1,1,80040,131.01,75000,7.0,5.0,5000.0,62541.0,16726.0,211634.0,205817.0,79267.0,1.0282629714746596,1.0097518513378834,6,1,1,5,2,,153.2002397,10,0.0,1,1,1,,18.7,,-6432.0,,-714.6666666666666,,0.0,,0.0,,18928.0,,0.0,,50400.0
2022,12,2217,2,1,1,30400,499.09,30000,7.0,5.0,5000.0,18865.0,46640.0,138422.0,198211.0,65505.0,0.6983568015902245,0.4640867109380963,6,1,1,5,8,86.05533080535596,106.7332539,5,0.0,1,1,1,11.333333333333334,64.0,-17126.0,-53490.0,-5708.666666666667,-4114.615384615385,0.0,0.0,0.0,0.0,10383.666666666666,30199.92307692308,0.0,0.0,22240.0,69461.0
2020,15,130,2,1,1,37440,91.97,35000,7.0,5.0,5000.0,10440.0,15120.0,45287.0,31364.0,25560.0,1.443916592271394,1.4647887323943662,9,1,1,5,5,219.47529562513043,111.7493772,1,3.0,1,1,1,,22.416666666666668,,-18466.0,,-1538.8333333333333,,0.0,,0.0,,460.1666666666667,,0.0,,22005.0
2020,27,35,3,1,3,8360,327.08,5000,7.0,5.0,5000.0,8360.0,5720.0,47960.0,47960.0,14080.0,1.0,0.59375,6,1,1,5,5,154.6922213350971,57.34962921,6,0.0,1,3,3,,,,,,,,,,,,,,,,
2022,39,3393,2,1,1,13314,1411.78,10000,7.0,5.0,5000.0,4452.0,13314.0,30660.0,31206.0,17766.0,0.9825033647375504,0.7494089834515366,5,1,1,5,5,144.1779712655258,24.00550689,8,0.0,1,1,3,,,,,,,,,,,,,,,,
2022,21,2567,2,1,1,33975,318.58,30000,7.0,5.0,5000.0,25500.0,0.0,87300.0,87300.0,25500.0,1.0,1.3323529411764703,6,1,1,5,6,,0.0,8,0.0,1,1,1,,14.571428571428571,,-8484.0,,-1212.0,,0.0,,0.0,,1957.857142857143,,0.0,,18720.0
2022,47,2983,5,1,3,50400,202.21,40000,7.0,5.0,5000.0,32000.0,32000.0,167129.0,167160.0,64000.0,0.999814548935152,0.7875,13,1,5,20,26,100.688818,15.49433382,6,0.0,6,1,1,,,,,,,,,,,,,,,,
2023,33,3068,4,1,3,24960,198.5,15000,7.0,5.0,5000.0,25734.0,24000.0,49734.0,47485.0,49734.0,1.0473623249447197,0.5018699481240197,2,1,1,5,5,0.611462328,1.14198279,1,3.0,1,1,1,0.0,,0.0,,,,0.0,,,,,,,,0.0,
2022,15,2696,5,1,3,81600,237.97,60000,7.0,5.0,5000.0,51200.0,78400.0,173907.0,180230.0,129600.0,0.9649170504355544,0.6296296296296297,6,1,1,10,36,658.1821994621916,118.2511801,9,1.0,1,1,1,,36.76923076923077,0.0,-119443.0,,-9187.923076923076,0.0,0.0,,0.0,,25021.153846153848,,0.0,0.0,145357.0
2021,11,21,1,1,1,85120,111.22,75000,7.0,5.0,5000.0,40640.0,82560.0,345060.0,277773.0,123200.0,1.2422373664827036,0.6909090909090909,8,1,1,15,6,111.6406012901828,12.62874233,6,2.0,1,1,1,13.0,27.307692307692307,-46167.0,-57018.0,-11541.75,-4386.0,0.0,0.0,0.0,0.0,24171.75,18377.0,0.0,0.0,22176.0,86719.0
2021,24,1891,5,1,3,5200,473.23,5000,7.0,5.0,5000.0,2600.0,0.0,6760.0,6760.0,2600.0,1.0,2.0,5,1,1,18,2,169.17713726144154,11.07609451,9,0.0,1,1,1,,69.33333333333333,,-2858.0,,-952.6666666666666,,0.0,,0.0,,9960.333333333334,,0.0,,2352.0
2020,42,434,5,1,3,6400,231.01,5000,7.0,5.0,5000.0,0.0,11200.0,23169.0,27158.0,11200.0,0.8531187863612931,0.5714285714285714,5,1,1,5,4,147.62489347784228,48.47424484,7,0.0,7,1,1,31.923076923076923,12.5,-7600.0,-911.0,-584.6153846153846,-455.5,0.0,0.0,0.0,0.0,2543.4615384615386,1239.0,0.0,0.0,2456.0,848.0
2023,39,4301,4,1,3,113600,151.04,60000,7.0,5.0,5000.0,95657.0,13642.0,332772.0,320106.0,109299.0,1.0395681430526138,1.0393507717362465,5,6,1,10,30,,,1,0.0,1,1,1,34.083333333333336,,0.0,,,,0.0,,,,,,0.0,,56160.0,
2023,31,3214,4,1,3,60600,129.58,60000,7.0,5.0,5000.0,60800.0,16000.0,240000.0,236800.0,76800.0,1.0135135135135136,0.7890625,13,1,1,5,5,0.438042409,1.0774804,1,2.0,1,1,1,39.25,,0.0,,,,0.0,,,,,,,,19872.0,
2023,36,3678,2,1,1,203850,32.07,100000,7.0,5.0,5000.0,155250.0,172800.0,328050.0,400950.0,328050.0,0.8181818181818182,0.6213991769547325,2,2,1,1,1,1.121964904,3.940617334,1,0.0,1,1,1,0.0,,0.0,,,,0.0,,,,,,,,0.0,
2021,46,2025,3,1,3,11200,573.46,5000,7.0,5.0,5000.0,5280.0,6720.0,85549.0,93944.0,12000.0,0.9106382525760028,0.9333333333333332,5,1,1,6,9,49.80411755761335,53.29948357,5,1.0,1,1,1,12.692307692307692,61.833333333333336,-23420.0,-7981.0,-1801.5384615384608,-1330.1666666666667,0.0,0.0,0.0,0.0,-7032.769230769231,10509.833333333334,0.0,0.0,37404.0,11864.0
2021,42,1407,3,1,3,87000,49.85,60000,7.0,5.0,5000.0,123000.0,51250.0,656000.0,697000.0,174250.0,0.9411764705882352,0.4992826398852223,1,1,1,5,5,68.12217992197932,30.45927352,5,3.0,1,1,1,20.307692307692307,26.5,-171360.0,-24480.0,-13181.53846153846,-12240.0,0.0,0.0,0.0,0.0,38893.53846153846,52323.0,0.0,0.0,210003.0,24570.0
2020,47,20,1,1,1,83200,89.76,75000,7.0,5.0,5000.0,46720.0,67840.0,541440.0,532800.0,114560.0,1.0162162162162165,0.7262569832402235,2,1,1,14,2,90.09318383045256,64.07754874,5,1.0,1,1,1,31.307692307692307,67.14285714285714,-128881.0,-47419.0,-9913.923076923076,-6774.142857142857,0.0,0.0,0.0,0.0,42687.07692307692,73932.71428571429,0.0,0.0,112884.0,85041.0
2023,48,4158,4,1,3,300510,26.13,120000,7.0,5.0,5000.0,0.0,1698020.0,1698020.0,2345468.0,1698020.0,0.7239578625673,0.1769767140551937,20,6,2,1,1,2.620242198,1.097927091,12,0.0,1,1,1,997.9230769230768,967.5,0.0,0.0,,,0.0,0.0,,,,,,,0.0,0.0
2021,32,1718,4,1,3,50400,85.08,40000,7.0,5.0,5000.0,35182.0,67424.0,404152.0,414000.0,102606.0,0.9762125603864734,0.4911993450675399,7,1,1,18,5,112.2910521983126,81.85895721,6,1.0,1,1,1,41.8,,-60028.0,,-12005.6,,0.0,,0.0,,56719.4,,0.0,,58976.0,
2021,31,456,1,1,1,33020,259.47,30000,7.0,5.0,5000.0,11760.0,28600.0,40360.0,40360.0,40360.0,1.0,0.8181367690782954,3,1,1,1,1,130.4294418246975,107.5891457,1,3.0,1,1,1,0.0,,0.0,,,,0.0,,,,,,,,0.0,
2022,34,2883,2,1,1,50432,337.87,50000,7.0,5.0,5000.0,43610.0,36610.0,207340.0,370580.0,80220.0,0.5595013222516055,0.6286711543256046,7,1,1,5,5,100.76140749729264,91.05334,8,0.0,1,4,4,,,,,,,,,,,,,,,,
2021,36,1686,2,1,1,62580,265.12,50000,7.0,5.0,5000.0,57610.0,110810.0,314440.0,296520.0,168420.0,1.060434372049103,0.371571072319202,13,1,1,18,6,83.98015081940947,71.61553164,5,0.0,1,1,1,31.0,,-53074.0,,-5897.111111111111,,0.0,,0.0,,19609.33333333333,,0.0,,53773.0,
2020,46,1070,2,1,1,33750,34.36,30000,7.0,5.0,5000.0,17550.0,22950.0,101539.0,81427.0,40500.0,1.2469942402397238,0.8333333333333334,27,2,1,14,6,68.75401873580509,64.60123499,6,0.0,1,1,1,49.30769230769231,87.16666666666667,-45421.0,-24828.0,-3493.923076923077,-4138.0,0.0,0.0,0.0,0.0,28344.30769230769,40011.0,0.0,0.0,60130.0,17865.0
2022,22,453,3,1,3,9380,644.77,5000,7.0,5.0,5000.0,10200.0,2720.0,20640.0,14182.0,12920.0,1.455365956846707,0.7260061919504643,35,2,1,5,5,107.69656048382464,16.39192047,1,3.0,1,1,1,,43.16666666666666,,-772.0,,-154.4,,0.0,,0.0,,3579.2,,0.0,,4760.0
2022,38,3364,3,1,3,31620,250.75,25000,7.0,5.0,5000.0,36800.0,0.0,140800.0,148800.0,36800.0,0.946236559139785,0.8592391304347826,3,1,1,5,2,50.73535028,28.57658427,5,3.0,1,1,1,,,,,,,,,,,,,,,,
